13.4167	48.98
13.3923	49.0543
13.2892	49.1186
13.2364	49.1136
13.1703	49.144
13.1709	49.1736
13.11	49.2031
12.95	49.3429
12.8025	49.3416
12.7576	49.3948
12.6559	49.4345
12.6338	49.4762
12.6443	49.523
12.5938	49.5422
12.5771	49.5863
12.5176	49.646
12.5216	49.6868
12.4403	49.7058
12.4015	49.7584
12.467	49.7854
12.5477	49.9203
12.4784	49.9357
12.4607	49.9949
12.3675	50.0174
12.2991	50.0587
12.2609	50.0584
12.1996	50.1117
12.2013	50.1888
12.1607	50.2198
12.1089	50.2379
12.1387	50.2756
12.1009	50.318
12.1845	50.3223
12.2015	50.2728
12.2939	50.2213
12.3324	50.2385
12.4034	50.324
12.4371	50.3276
12.5125	50.3962
12.5838	50.4071
12.7076	50.4078
12.8201	50.4598
12.9346	50.4128
13.0166	50.4439
13.056	50.5013
13.1947	50.5153
13.2336	50.5791
13.3667	50.6184
13.4655	50.6023
13.5018	50.6336
13.5599	50.7147
13.6522	50.7304
13.8271	50.7242
13.8944	50.7421
13.9908	50.8199
14.0347	50.805
14.3031	50.8839
14.3865	50.8988
14.3732	50.9382
14.2586	50.9875
14.3179	51.0547
14.4218	51.0196
14.4912	51.0435
14.5787	51.0003
14.5961	50.9628
14.6502	50.9315
14.6189	50.8577
14.7687	50.8198
14.8	50.8228
14.8221	50.8878
14.8659	50.9166
14.979	51.0768
14.9932	51.1625
15.0367	51.2577
15.0335	51.2939
14.9778	51.3417
14.9589	51.4109
14.9738	51.4423
14.9224	51.4823
14.8528	51.4893
14.7367	51.5256
14.7299	51.5818
14.7649	51.607
14.7468	51.6762
14.6681	51.7258
14.6463	51.7943
14.5906	51.8387
14.6929	51.901
14.7208	51.953
14.7167	52.0012
14.7584	52.0674
14.6878	52.1073
14.6863	52.1909
14.7164	52.2341
14.6877	52.2571
14.6009	52.2721
14.5344	52.395
14.6331	52.4901
14.605	52.5276
14.6397	52.5716
14.598	52.6096
14.4355	52.68
14.3525	52.7507
14.2804	52.7737
14.2199	52.8157
14.1301	52.8283
14.1566	52.8956
14.1437	52.9614
14.2356	52.9932
14.3398	53.0477
14.3877	53.143
14.3773	53.2017
14.4496	53.2594
14.4124	53.3296
14.3733	53.409
14.3713	53.4564
14.3026	53.5534
14.3169	53.6181
14.2838	53.6344
14.2673	53.6985
14.2836	53.7723
14.2704	53.7899
14.1785	53.8068
13.9869	53.8122
13.8871	53.8279
13.8233	53.8472
13.8262	53.8776
13.9141	53.9219
13.8351	53.9835
13.7602	54.0159
13.8035	54.0961
13.8049	54.096
13.7969	54.1073
13.79	54.1088
13.7641	54.127
13.7625	54.1279
13.7317	54.1368
13.7307	54.1379
13.653	54.1537
13.6457	54.1508
13.576	54.1318
13.5724	54.1318
13.4777	54.1192
13.4588	54.0907
13.4579	54.0973
13.4481	54.1022
13.4476	54.1055
13.4111	54.1555
13.4135	54.1607
13.3997	54.1723
13.3998	54.1696
13.3475	54.1801
13.3487	54.1805
13.3474	54.1818
13.3463	54.1814
13.3194	54.1935
13.2874	54.2348
13.1477	54.2679
13.1351	54.3174
13.2682	54.2537
13.3816	54.2293
13.4191	54.3025
13.5015	54.3404
13.5049	54.3406
13.5049	54.3431
13.5907	54.3513
13.7451	54.337
13.7004	54.3836
13.698	54.384
13.623	54.3992
13.5707	54.4711
13.6282	54.5062
13.6509	54.514
13.6798	54.5625
13.6354	54.5853
13.4604	54.5706
13.3933	54.5986
13.3772	54.6349
13.4297	54.6847
13.2885	54.6739
13.2203	54.6412
13.2291	54.5931
13.2379	54.5942
13.2857	54.6229
13.2831	54.6207
13.3544	54.6115
13.3583	54.6133
13.3956	54.5729
13.4871	54.5526
13.5	54.4893
13.4526	54.4744
13.4495	54.4743
13.3539	54.556
13.1677	54.5454
13.2314	54.5109
13.2527	54.4713
13.2128	54.4291
13.2379	54.3708
13.1274	54.3707
13.1291	54.3211
13.0798	54.3529
12.9861	54.425
12.8997	54.4018
12.8781	54.365
12.7383	54.3724
12.7195	54.3731
12.6671	54.3888
12.5526	54.3596
12.4789	54.3043
12.4294	54.2936
12.427	54.374
12.5133	54.376
12.5787	54.4047
12.6953	54.4323
12.7996	54.4092
12.8539	54.4405
12.6577	54.4434
12.5251	54.4719
12.525	54.4727
12.4059	54.3769
12.335	54.2961
12.2855	54.275
12.2011	54.2447
12.1027	54.1793
12.0953	54.1813
12.101	54.1693
12.0868	54.1851
11.9985	54.175
11.8484	54.1449
11.68	54.1524
11.6048	54.1028
11.6147	54.1016
11.5618	54.0281
11.5089	54.0114
11.4575	53.9165
11.4445	53.9107
11.4365	53.9073
11.4311	53.9114
11.3466	53.9464
11.3457	53.948
11.2509	53.9391
11.2498	53.9409
11.2462	53.9735
11.2576	53.9796
11.1816	54.0148
11.0283	54.0033
10.9037	53.9568
10.8409	53.9919
10.7518	54.0371
10.8067	54.0918
10.8029	54.095
10.8012	54.0952
10.8017	54.0985
10.8063	54.0971
10.8124	54.0973
10.8137	54.0954
10.8659	54.0848
10.9444	54.1336
10.9501	54.1373
11.0938	54.1991
11.0719	54.3422
11.0851	54.355
11.0221	54.3678
11.0188	54.3764
10.9805	54.3818
10.9764	54.3814
10.9305	54.3818
10.7872	54.3113
10.7138	54.3051
10.6393	54.3475
10.3398	54.4348
10.2898	54.4213
10.2813	54.4193
10.2176	54.4053
10.2119	54.3969
10.1742	54.3457
10.1521	54.3633
10.1541	54.3689
10.1906	54.3896
10.1715	54.4278
10.1693	54.4328
10.135	54.484
9.9231	54.4602
9.9232	54.4597
9.8642	54.4485
9.8757	54.4758
9.9613	54.5013
10.0269	54.5509
10.0277	54.5815
10.0275	54.5838
10.0312	54.6366
10.0345	54.6576
10.0335	54.6635
10.0352	54.6704
10.0337	54.6723
9.9572	54.7799
9.8779	54.7577
9.8774	54.7558
9.8636	54.7536
9.8593	54.7544
9.7909	54.798
9.7398	54.8233
9.6046	54.8546
9.5844	54.8861
9.4827	54.837
9.4375	54.828
9.4202	54.832
9.3421	54.8036
9.2699	54.8122
9.2401	54.85
9.1134	54.8735
9.0482	54.8719
8.9479	54.9026
8.799	54.9046
8.728	54.8927
8.638	54.9113
8.6024	54.887
8.514	54.8845
8.4349	54.8764
8.3621	54.9102
8.3819	55.0357
8.2979	54.9107
8.4175	54.8477
8.5126	54.8819
8.6034	54.8857
8.6072	54.8432
8.6859	54.7918
8.7562	54.6791
8.8305	54.6518
8.893	54.5968
8.8771	54.5385
8.8074	54.4699
8.8924	54.4604
8.9923	54.511
8.997	54.5058
9.019	54.4747
9.0178	54.4737
8.9122	54.4166
8.6738	54.4
8.6879	54.3537
8.6014	54.3159
8.6575	54.2838
8.7384	54.2938
8.8448	54.2663
8.8074	54.1756
8.8585	54.1193
8.8604	54.1195
8.9295	54.1287
8.9855	54.0601
8.9671	54.036
8.8814	54.0461
8.8326	54.0239
8.8734	53.9826
8.8774	53.9777
8.8908	53.9567
8.8921	53.9531
8.9011	53.9428
8.9025	53.9392
8.9094	53.9317
8.9168	53.9255
8.9384	53.9133
8.9417	53.9102
9.0183	53.8963
9.0224	53.8795
9.1998	53.8801
9.2727	53.8677
9.2751	53.8573
9.2006	53.8633
9.166	53.864
9.02	53.842
9.0185	53.8348
8.7959	53.8332
8.6693	53.8917
8.6149	53.8821
8.542	53.8071
8.4834	53.6948
8.5204	53.6062
8.4834	53.6005
8.5549	53.5251
8.5214	53.547
8.3839	53.5749
8.2911	53.6129
8.243	53.5824
8.2308	53.5208
8.3161	53.5142
8.3135	53.456
8.245	53.3976
8.1956	53.4092
8.1565	53.4454
8.0977	53.4461
8.0613	53.506
8.1547	53.5145
8.1705	53.5407
8.1689	53.5413
8.0913	53.6381
8.086	53.6423
8.0844	53.6439
8.0237	53.6833
8.0232	53.6847
8.0121	53.7117
7.8116	53.711
7.8108	53.711
7.8097	53.711
7.6849	53.7008
7.5502	53.675
7.3184	53.6837
7.2431	53.6685
7.1583	53.6294
7.1565	53.6293
7.0871	53.5715
7.1385	53.5355
7.0998	53.515
7.0886	53.5171
7.0397	53.5384
7.0373	53.5388
7.0329	53.5322
7.0359	53.525
6.9994	53.3599
7.0196	53.3392
7.2658	53.3272
7.2643	53.3255
7.2484	53.3204
7.2451	53.3183
7.1911	53.3176
7.2089	53.2431
7.2176	53.199
7.1789	53.1381
7.2028	53.1133
7.2128	53.011
7.1816	52.9413
7.1047	52.8642
7.072	52.8109
7.0547	52.6444
7.0062	52.6388
6.8982	52.6511
6.742	52.6453
6.6977	52.4863
6.7746	52.4596
6.8543	52.4596
6.9417	52.4355
6.994	52.4655
7.0722	52.3523
7.0267	52.2922
